id,text,label,misinformation_type,domain,semantic_focus,emotion_trigger,emotion_secondary,source_type,text_length
MIS-720165,Post-election forensic audits by both parties confirmed that international observers rated the electronic voting audit among the most transparent in the nation's history.,factual,none,politics,policy_claim,hope,none,blog,23
MIS-253003,I personally believe that patients with heart disease should have a legal right to experimental treatment access.,opinion,none,health,scientific_misinterpretation,fear,anger,blog,17
MIS-534B79,"In my view, clinical guidelines for heart disease are updated too slowly to reflect emerging evidence.",opinion,none,health,scientific_misinterpretation,fear,none,social_media,16
MIS-3B9824,Leaked memo: The administration spent six months deciding what font to use on climate policy.,satire,none,politics,policy_claim,curiosity,none,blog,15
MIS-0F8A7A,Independent election observers confirmed that voter participation in polling stations reached a two-decade high with no fraud detected.,factual,none,politics,election_fraud,anger,none,blog,18
MIS-2D0208,The IRS does not want you knowing this agricultural futures play legally generates unlimited income with just 20 minutes of work per day tax-free — this loophole expires at midnight.,misinformation,scam,finance,policy_claim,urgency,none,social_media,30
MIS-5D4974,Critics rightly argue that voters are insufficiently aware of how transnational oligarchs shapes domestic policy.,opinion,none,politics,economic_prediction,neutral,none,forum,15
MIS-9ABAD0,Peer-reviewed journal confirms sleeping 14 hours works — fitness industry funds a contradictory study.,satire,none,health,scientific_misinterpretation,hope,none,forum,14
MIS-BFC124,Thousands of fraudulent the primary race traced directly to operatives linked to a secretive globalist faction.,misinformation,propaganda,politics,policy_claim,anger,curiosity,messaging_app,16
MIS-F86AF4,NASA and ESA data jointly confirm dark matter research represents one of the most thoroughly validated areas of modern science.,factual,none,science,economic_prediction,hope,none,blog,20
MIS-50F9C6,WHO baffled as woman recovers from serious illness by apologising to vegetables.,satire,none,health,cure_claim,hope,curiosity,forum,12
MIS-F5AC44,The leaked tech oligarchs roadmap confirms 5G towers were always intended to emit mind-control frequencies at population scale.,misinformation,conspiracy,technology,policy_claim,curiosity,none,forum,18
MIS-D7CE4F,Official canvassing results show that hand recount of the election ballots matched machine totals within accepted tolerances.,factual,none,politics,election_fraud,neutral,none,blog,17
MIS-E76315,It seems clear to me that the liability framework for harms caused by 5G towers must be completely redesigned.,opinion,none,technology,technology_fear,curiosity,none,social_media,19
MIS-316705,WARNING — the founding member discount ends tomorrow — this currency arbitrage bot is the last unregulated path to financial freedom in 90 days.,misinformation,propaganda,finance,policy_claim,fear,none,messaging_app,24
MIS-D4F358,The uncomfortable truth is that the politicisation of ocean acidification has seriously damaged public trust in science.,opinion,none,science,scientific_misinterpretation,fear,none,social_media,17
MIS-F22209,The scientist who proved microbiome science contradicts the findings of thousands of independent researchers was stripped of funding and blacklisted.,misinformation,conspiracy,science,cure_claim,urgency,none,messaging_app,20
MIS-1A6F62,A senior doctor was dismissed after revealing colloidal silver clinically reverses ulcerative colitis in clinical trials.,misinformation,conspiracy,health,policy_claim,fear,none,messaging_app,16
MIS-BD8B98,Critics rightly argue that the surveillance state consistently prioritise shareholder returns over the societal consequences of connected insulin pumps.,opinion,none,technology,policy_claim,anger,none,blog,19
MIS-0F321F,"The World Bank's 2024 report shows that dollar-cost averaging reduces the impact of market timing errors for retail investors, a finding that holds historically.",factual,none,finance,economic_prediction,hope,none,comment,24
MIS-89DD0D,"Looking at this objectively, rural communities bear a disproportionate burden from epilepsy due to lack of access.",opinion,none,health,cure_claim,neutral,none,comment,17
MIS-DF25B3,Investment guru loses everything in market crash in DeFi token — immediately begins selling financial advice.,satire,none,finance,investment_promise,urgency,none,social_media,16
MIS-841362,Most informed observers would agree that a coalition of intelligence agencies and tech firms have accumulated an ethically unjustifiable volume of personal data through smart meters.,opinion,none,technology,technology_fear,neutral,none,social_media,26
MIS-352285,The real purpose of biometric payment terminals: defense contractors built them specifically to track every movement in real time at scale.,misinformation,propaganda,technology,policy_claim,fear,none,messaging_app,21
MIS-EDD787,Academic finance literature consistently demonstrates that globally diversified index funds outperform active management over 15-year horizons.,factual,none,finance,investment_promise,curiosity,none,blog,16
MIS-126383,FCC safety assessments verified that decades of occupational health data show no elevated risk among workers most exposed to smartphones.,factual,none,technology,policy_claim,fear,hope,blog,20
MIS-FC9E15,"Looking at this objectively, researchers working on mRNA technology face unreasonable hostility that impedes progress.",opinion,none,science,scientific_misinterpretation,anger,none,blog,15
MIS-95036F,It seems clear to me that researchers working on evolution face unreasonable hostility that impedes progress.,opinion,none,science,scientific_misinterpretation,curiosity,none,blog,16
MIS-5AAEC8,Climatologists spend $40 million confirming peer review takes longer than the science it reviews.,satire,none,science,cure_claim,neutral,none,comment,14
MIS-1E998E,The uncomfortable truth is that capital gains tax rates that favour investors over workers distort economic incentives,opinion,none,finance,policy_claim,anger,none,blog,17
MIS-F2F372,Why is the surveillance state spending billions lobbying against autonomous delivery drones safety research? Because autonomous delivery drones cause neurological disorders.,misinformation,conspiracy,technology,scientific_misinterpretation,hope,none,social_media,21
MIS-B862C9,"Speaking frankly, the revolving door between regulators and intelligence agencies is a serious democratic problem.",opinion,none,politics,economic_prediction,anger,none,blog,15
MIS-CE6B09,Sworn affidavits from bipartisan poll workers confirm that post-election audits across all contested districts confirmed the overseas ballot count integrity.,factual,none,politics,election_fraud,curiosity,none,comment,20
MIS-E6F394,Banned academic paper: vaccine safety has been quietly abandoned by leading experts. Download before journals scrub the record.,misinformation,propaganda,science,policy_claim,hope,none,forum,18
MIS-3F23C1,A systematic review of 42 studies concluded that early detection programmes improve five-year survival rates for lupus.,factual,none,health,cure_claim,fear,hope,forum,17
MIS-73049A,Independent lab testing by UL demonstrates that smart home speakers operate well within internationally established safety emission limits.,factual,none,technology,technology_fear,hope,none,social_media,18
MIS-B2BC05,EXPOSED: transnational oligarchs fraudulently adjusted the Senate confirmation and paid journalists to stay silent about it.,misinformation,conspiracy,politics,policy_claim,anger,curiosity,messaging_app,16
